ts_code,name,year,net_operate_cf,total_depre_amort,interest_paid,cash_div,receipt_ratio,cash_pressure_ratio,contract_liab_ratio,triple_coverage_ratio,note,anomaly
000799,酒鬼酒,2017,22512.19082,4166.309394,3572.981676,0,0.9426389796243316,1.172393760954064,15.985451848357124,2.9088182131131557,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
000799,酒鬼酒,2018,21225.67165,3730.7682160000004,4872.38851,0,0.8585994514172951,0.8598757083632297,12.977207945802391,2.467195743029173,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
000799,酒鬼酒,2019,38190.95905,4103.5753780000005,4871.047354,0,0.8881832517640758,0.6576709097475316,13.66998091176295,4.2554389403830815,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
000799,酒鬼酒,2020,95015.30321900001,4274.338965999999,6493.520493999999,0,1.0887062485143233,0.6482873696099682,39.39907589594252,8.823973192811343,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
000799,酒鬼酒,2021,156467.1059,4205.780359,23275.60641,193.11560499999823,1.058119250566568,0.8284799283383799,40.46704734631937,5.653836292041422,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
000799,酒鬼酒,2022,40068.53295,4344.840735,42077.2265,259.66694400000574,0.7426025440168171,0.5747063354203789,10.699953943413515,0.8583342854784092,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用; 三重覆盖倍数低于1，现金流安全边际不足
000799,酒鬼酒,2023,5123.918545,5340.995189,42113.7368,285.80790600000023,0.7858933698353566,0.9809444368327855,10.057218499113766,0.10732845830411912,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
000799,酒鬼酒,2024,-36087.85257,5726.525514,32460.01898,227.52523799999952,0.9075633447608067,1.3655856263420296,17.219045861153372,-0.939443616,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 三重覆盖倍数低于1，现金流安全边际不足
000858,五粮液,2013,145891.0757,68154.34555799999,339150.1362,0,0.8915860802598331,1.4037573667959813,3.3364584017947165,0.35818676743397637,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 三重覆盖倍数低于1，现金流安全边际不足
000858,五粮液,2014,79456.56453,65261.38034,299527.562,0,0.8522654292992297,1.3930309311116964,4.0840079363906145,0.21781516740344464,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 三重覆盖倍数低于1，现金流安全边际不足
000858,五粮液,2015,669106.8449779999,61862.156135000005,245740.382,0,1.0657606162592832,1.2893141196002829,9.205907945169349,2.1752318725271644,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
000858,五粮液,2016,1169676.057,57343.87896099999,321201.9611,0,1.1914704148912745,1.3078520397470437,25.663027719402955,3.089919194115226,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
000858,五粮液,2017,976617.5823,55041.46677,361750.2791,51278.75,1.0481532255003125,1.4938424891224082,15.389921359693467,2.0864754155356238,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
000858,五粮液,2018,1231735.903,56309.95592,540954.9049,2209.240460000038,1.017625506696967,1.3222371858920556,16.754194685357625,2.054694107632579,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
000858,五粮液,2019,2311207.204,48969.839477999994,725164.6962560001,0,1.1143844781476637,1.3168245608497235,25.002355207692595,2.985536876835776,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
000858,五粮液,2020,1469832.759,51145.61249,922822.3329,0,0.9674983835243014,1.1707126824002827,15.035562059515245,1.5091182069299462,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
000858,五粮液,2021,2677494.187,52273.69798,1087429.5018510001,39516.193554999925,1.0820240497936557,1.1727288488962715,19.723363397723453,2.2705649197486553,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
000858,五粮液,2022,2443113.626,57691.5073,1268142.209,42400.93691500015,0.9782976544294211,1.0670504665767706,16.735640164251663,1.7855954901998397,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
000858,五粮液,2023,4174247.991,59031.21248,1589424.259,42861.07500200005,1.1195840883735961,1.0572113459006955,8.243320787393221,2.468046563407322,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
000858,五粮液,2024,3393975.519,78346.95603899998,1924074.5409330002,47345.962413999936,1.01092251264201,1.0493579667737072,13.108895541243099,1.655785637408183,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
002304,洋河股份,2013,318001.394,36288.01416,217590.68803699999,226448.69946400003,1.025237782589076,1.0969567448698319,5.945031620304191,0.6620513277644435,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
002304,洋河股份,2014,271180.41321599996,53793.01352,224341.1083,272773.5209630001,1.003628195118679,1.101514004524026,6.131634405537106,0.49224296803434786,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
002304,洋河股份,2015,583635.5329,62016.54625,215284.96,124506.75695700002,1.0745561630305103,0.9417685659323654,7.854210569507917,1.4525224748034435,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
002304,洋河股份,2016,740504.4601,73059.64741,271354.2761,98353.6364,1.177813857344305,1.000163146337907,22.39112657032614,1.6724451543360803,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
002304,洋河股份,2017,688316.9799,69089.48641,316937.53381999995,24774.07524100003,1.0535078368529005,1.0437392146681326,21.085744064734158,1.675548063323604,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
002304,洋河股份,2018,905674.8816280001,75744.60246000001,384282.2673,3.6364,1.029474374828775,1.1084876371087635,18.49522256736188,1.9687278767399905,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
002304,洋河股份,2019,679789.1871,77610.29293,482236.4218,78.6365,1.0774840593417438,1.020842149018363,29.20287089643122,1.214071100103113,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
002304,洋河股份,2020,397879.08358000003,78284.97421,450274.8947,100216.50437899999,0.9028376195304662,1.074276144931407,41.71046663196907,0.6327831332178406,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
002304,洋河股份,2021,1531816.5480530001,75374.44417799999,449198.007,658.7740770000457,1.2849980625546256,1.242504191911942,62.34481392085699,2.9164613115096163,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 合同负债占比超过50%，预收款比例极高
002304,洋河股份,2022,364762.3952,74173.72129,451933.5876,1524.1102600000381,0.9079768545275358,1.0431766634739885,45.64555742949501,0.6913204596635161,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
002304,洋河股份,2023,613022.0868,70241.63357499999,563410.4576760001,3123.371869999981,0.9311067170432372,1.1032415799710906,33.5225214179666,0.9626974063846954,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
002304,洋河股份,2024,462871.1237,66502.39022,702003.4045,2977.107613999939,0.9443349749634743,1.0663538573052949,35.82100520152176,0.5999758676915016,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600519,贵州茅台,2013,1265502.486,55629.75091,739198.8549,0,0.951125216084796,1.4368383910708429,9.84778847429327,1.5921702828802067,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600519,贵州茅台,2014,1263252.2436600002,75679.99607,512160.9336,2200,0.9357119552878695,1.2135843830333433,4.675481211162577,2.140956974466887,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600519,贵州茅台,2015,1743634.014,84814.66977299999,555410.1967,5591.7672,1.004816166876004,1.169163946846001,25.29604217412349,2.6998902217191265,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600519,贵州茅台,2016,3745124.965,93419.46721999999,835051.2252229999,0,1.389365178612664,0.8131776430751433,45.13662827491301,4.033649091120793,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600519,贵州茅台,2017,2215303.608,112583.4541,890517.7881,0,0.979255462563018,0.820776151591549,24.78467359787401,2.20845465564035,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600519,贵州茅台,2018,4138523.441,117542.54964199998,1644109.316,0,1.0126997413412282,0.8122921242316434,18.43661692957545,2.34922888078667,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600519,贵州茅台,2019,4521061.263255999,124347.84468699999,2011740.2829220002,0,0.983889028314327,0.7431949368516045,16.08380931936579,2.1165143913404854,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
600519,贵州茅台,2020,5166906.869,131686.8379,2409102.975,3650.715775,0.9978556038943225,0.8867604635863702,14.03518483414032,2.0306652133924956,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600519,贵州茅台,2021,6402867.615,147960.6205,2647601.984,8812.154959000016,0.9943802751830192,0.8622546880207959,11.977066336076982,2.2831711750559167,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600519,贵州茅台,2022,3669859.583,161107.8716,5737019.619,5433.2788370002745,1.0032720950653504,0.8280462810633394,12.467317004368459,0.6216349295299742,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600519,贵州茅台,2023,6659324.772,186497.2468,5875478.673001001,13431.52619300003,0.9808628916703453,0.9294026727592254,9.564229814046767,1.0961116322367876,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600519,贵州茅台,2024,9246369.217,199052.6937,7095102.77,11647.878186999511,0.9457795498498466,0.785009464036591,5.612931888128518,1.2656197797550075,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
600702,舍得酒业,2013,10412.111320999998,6637.814935,13603.32724,54830.55625,1.2178755845182245,1.3415960068303472,16.33310658634666,0.13869556090674515,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2014,-14797.46264,5601.696769,4128.812481,66700,0.8499035038522608,0.9439405114497138,9.09772381432713,-0.193606752,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2015,12081.36416,5664.991893,5094.592758,114848,1.0152250876799156,0.8590623391840462,28.340819775982112,0.09618339681929244,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2016,23028.89788,4954.1498950000005,4114.263626,105000,0.9194318969979498,0.8857089383627937,13.554762703762435,0.20188672016342527,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2017,42558.554964999996,4918.441667,4908.470811,84800,1.0997337827848561,1.1270611469532776,11.741788735698444,0.44975106817412563,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2018,44318.087380000004,6623.077836,6862.832041,101412.1173,1.0913029376359735,1.1901468921661977,11.175374153745391,0.3857166957893613,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2019,66760.08354600001,6718.331747,9449.008141,112050.6992,0.9800311352206704,1.0187963890646852,9.563580651434052,0.5206762170195139,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2020,99718.09365499999,9847.227885,12134.81717,141966.1605,1.0391797114332104,0.9576975084206921,13.616345802871695,0.6082292471341466,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2021,222867.8795,13205.73235,11256.99594,47962.30117100001,1.0689158919437418,0.8177239034498958,13.245333636329967,3.0772217999443363,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600702,舍得酒业,2022,104112.30096000001,12220.36844,26523.47722,5052.054686000001,0.878862319405636,0.9939482224412324,4.913096069065464,2.3772156784705634,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600702,舍得酒业,2023,71550.80834,15734.682646000001,50262.3395,39068.08,0.9198885348286139,1.1212630218689168,3.905513408102016,0.6810140273376218,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600702,舍得酒业,2024,-70755.5488,19687.135047000003,72132.10991,98617.59369299999,0.9526499922815892,1.0146793418071758,3.0765901259133797,-0.371543391,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600779,水井坊,2013,-44072.61176,3570.3963280000003,11897.41924,2717.3065560000005,0.750708813096379,0.9193671116024673,1.966581779407702,-2.423553246,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600779,水井坊,2014,-10588.71841,3755.798972,879.789074,200,1.0232304786705346,1.0069196337930324,15.756744121289584,-2.189747825,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",三重覆盖倍数低于1，现金流安全边际不足
600779,水井坊,2015,23403.70928,3628.0001779999993,0,0,0.8572112907681843,0.3722588593883727,4.987667892961073,6.45085670638024,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用; 利息支出估算为0，可能存在数据缺失
600779,水井坊,2016,38190.98478,3482.469894,3670.614978,0,0.9727284756726237,0.68941050668711,7.579901816145861,5.339092918007251,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
600779,水井坊,2017,61143.13603,4046.647665,22512.71227,0,1.0754920524242992,1.3678810088458573,8.253483895000423,2.3021313830993773,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600779,水井坊,2018,43109.26051,4747.223646000001,30306.18661,0,0.9937330708983754,1.774828425833964,5.685448289547631,1.2298164484122134,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600779,水井坊,2019,86773.60378,6276.118684,42738.52965,1493.3042869999945,1.012561446720301,1.3597097558683084,10.483101914254867,1.7180186343185027,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600779,水井坊,2020,84532.37775,7541.713245999999,54189.66334,281.4156,1.0602584344985813,1.7724591496081876,24.490811080036988,1.3631441960804573,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600779,水井坊,2021,162891.21955799998,7934.561896999999,44705.08711,12212.473896999996,1.0201959382390975,1.2873830306788896,20.698610401069864,2.5117330362365053,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600779,水井坊,2022,131354.5938,9035.882421,27997.75094,5942.358794,0.992604294434892,1.282035258510055,21.98591001900521,3.0564644862060164,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600779,水井坊,2023,173361.77336400002,10701.65466,31017.593894999998,753.5183569999992,1.0069047896395864,1.1115209619676438,24.623314754625305,4.081716025685572,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600779,水井坊,2024,74361.87922100001,19607.044375999998,33864.00957,12174.278165000003,0.9071586129150523,1.2493431763818206,18.195858532160788,1.1327824360904302,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大
600809,山西汾酒,2013,-30592.7704,6394.168515,73047.65524,0,0.8299354089966599,1.2314182506300646,6.201691836864887,-0.385096527,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度超过1.2，对供应商付款压力较大; 三重覆盖倍数低于1，现金流安全边际不足
600809,山西汾酒,2014,41626.13496,7201.345483,31324.978382999998,0,0.9460670605401714,0.8330924703379254,9.928855977979254,1.0804595606313643,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600809,山西汾酒,2015,42783.25616,7536.326572999999,132.704445,20300,0.8641808894761587,0.7445952469702566,9.412563901052454,1.5296652978240834,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
600809,山西汾酒,2016,58592.20016,13964.25815,30507.92837,0,0.8958859409460088,0.8047051621117306,12.206975459396295,1.3175021230040027,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600809,山西汾酒,2017,89645.20013,14012.747167999998,50708.74388,0,0.8748891236295541,0.7798877007032072,15.108786351649853,1.3850917010783266,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
600809,山西汾酒,2018,96592.09209,14920.31878,56041.25776,21514.85,0.8201014777910536,1.013132623035637,17.621001177878558,1.044505023614589,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600809,山西汾酒,2019,307655.1084,14214.12862,64123.05309,32533.773739999997,1.002880085224969,1.0382710318628063,23.903242816139393,2.774893633428363,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600809,山西汾酒,2020,200982.0404,15176.63606,78985.24527,57954.962386999985,0.8599765389879606,1.0650592550984939,22.208639153264034,1.3212346211741801,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600809,山西汾酒,2021,764510.5078,17077.38929,17430.205319999997,888.9170580000014,1.109932818965974,1.0430829399595614,36.932959195120276,21.59847035302483,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",
600809,山西汾酒,2022,1031020.3977440001,20124.49184,219646.5522,1123.7474460000037,0.969313089757811,0.7421977078652895,26.353269592896527,4.279961353968243,"利息支出估算: div_interest_paid × 0.2, 折旧摊销取自现金流量表补充资料",付现压迫度低于0.8，大量占用供应商信用
