ts_code,name,year,working_capital_days,core_profit_margin,operating_asset_roa,operating_asset_turnover,note,anomaly
002304,洋河股份,2018,690.864053173049,40.71267525464785,22.49405901623175,0.5525075145648597,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2019,699.1960896831433,37.48471032038809,18.23047513224937,0.4863442981533124,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2020,824.6253700027792,34.72697560862404,15.301550430815846,0.4406243320255014,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2021,836.2372593021502,38.31547381049558,20.78412789518953,0.5424473672956702,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2022,746.8772491195907,40.98712537155762,27.289402976110956,0.6658042672845755,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2023,743.9805224692682,39.168848721937216,29.634426864831717,0.7565815139272762,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
002304,洋河股份,2024,835.9972450278275,32.42838382666721,20.9075368394285,0.6447295354335655,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2013,1712.592261129555,70.09078747768467,81.47050573796514,1.1623568327564235,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2014,1987.945185334906,68.14584171768703,62.884172966967995,0.9227881171015987,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2015,2227.1863788489263,65.65156808105085,48.91799150785294,0.7451153557743008,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2016,1937.9224508903783,59.461633257088266,48.35325978772761,0.8131841851478835,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2017,,62.21857113077019,78.04783502987827,1.2544138126515048,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2018,,65.09133794111631,101.43040896283709,1.5582781391679836,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2019,,65.27382049908884,51.261740693712184,0.7853338490341276,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2020,,67.13504612212438,36.716999219099094,0.5469125492564306,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2021,,67.41422004866456,37.6119172792183,0.5579226052317633,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2022,1209.138644276644,68.05589671656979,42.2869404446366,0.6213560100566695,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2023,1209.8510296746874,68.28073851816485,50.458461781591865,0.7389852962438054,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600519,贵州茅台,2024,1229.3301341160834,68.1573905736079,52.55407620054265,0.7710693698548488,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2013,1030.1476376881694,2.832232819041871,1.2358407545076453,0.43634857494721196,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2014,889.4561587872984,1.003209208260508,0.43558675472230823,0.4341933378757399,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2015,1160.1247456660535,1.067443255815154,0.36051030789749827,0.3377325267020346,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2016,1348.9349590369025,14.512117258889907,6.168396479502449,0.425051449727212,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2017,1809.665553294914,13.36050291594699,6.267356420936996,0.46909584619425737,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2018,1309.2081031787886,18.40732461280065,10.869361059642818,0.5904910837550041,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2019,1283.5029501372574,26.791310218641634,17.515887516083584,0.6537898808657694,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2020,1289.6996702577524,28.18231767321242,16.418170343504443,0.5825699125913296,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2021,808.6202533841883,33.09823916863417,29.299879946059846,0.885239840004121,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2022,760.1161302694047,35.745563065274496,32.138339787899994,0.8990861251566411,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2023,696.9230134321673,31.840110362342667,28.10513112557563,0.8826957823241594,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600702,舍得酒业,2024,777.4346866754677,10.781856908285054,6.095024061853407,0.5653037425464101,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2013,1822.919056489789,-58.38602555,-13.53042076,0.23174073988396712,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,核心利润率=-58.4%<0，亏损
600779,水井坊,2014,1993.8355775304012,-67.28982995,-14.87664665,0.2210831363016232,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,核心利润率=-67.3%<0，亏损
600779,水井坊,2015,1087.0387652975637,19.98649267939578,11.605787576855644,0.580681551436993,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2016,779.6789319237402,26.89424191339283,21.750408895597367,0.8087385011869798,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2017,535.6146849896089,26.995231854283432,34.15497436385305,1.2652224862604229,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2018,599.9491235013993,27.30213291455867,39.15441083105425,1.4341154573376,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2019,665.0106934415619,30.44032601133473,44.19423685395975,1.4518319165669786,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2020,982.2506090166689,32.04753443964916,33.566039578651605,1.047382900605413,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2021,654.5597695255576,35.90256084868009,47.25741173738698,1.3162685507745429,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2022,618.6081530211289,33.703892705278804,34.47356034217107,1.0228361644639261,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2023,580.3748088526447,33.51907022085927,29.61815347415165,0.8836209739409765,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600779,水井坊,2024,668.1775831858472,33.89180258172738,26.94378324235368,0.794994104470569,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2013,329.35471790075815,24.5184200284971,35.27002689367539,1.4385114070434388,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2014,440.81351343937763,12.968686154478332,10.299958164068068,0.7942175515220791,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2015,389.97556477318096,18.810210567511792,14.529073912495159,0.7724035762570977,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2016,330.88098588143646,21.712119509603546,16.129274944874293,0.7428696649233213,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2017,255.92000851852674,22.64797126671707,19.65145400992408,0.8676915816651267,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2018,210.09855799510146,23.3261347749113,23.98251143454909,1.0281391094569068,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2019,301.7217002665436,24.703065797561532,25.928687541207104,1.0496141553315441,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2020,378.2237513252726,30.572986540304854,31.361652929413903,1.0257961840943912,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2021,406.2484631494138,34.619208545957335,35.4730333846944,1.0246633263612486,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2022,383.83868988829124,40.10534155078014,42.654907073547115,1.0635717194812764,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2023,380.3376985863534,42.949178702786654,41.67689499240199,0.9703769955838035,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
600809,山西汾酒,2024,393.1520235077335,44.97705098050832,37.00764024849808,0.8228116215208521,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2011,369.7307804726149,31.503383341084717,40.23279630125258,1.2770944588920872,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2012,379.07266911097923,34.94986583528176,48.45549805249421,1.3864287285354486,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2013,472.99923578682444,36.11233376496132,43.16164352391121,1.1952050455899812,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2014,577.0741918548013,35.342521300927,31.678349797876013,0.8963239925116809,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2015,628.2163144241441,34.395841330754784,23.42757506463504,0.6811165000836147,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2016,673.856473906529,36.217574491168065,20.17742860955748,0.5571170596881881,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2017,642.1014677110848,37.2115092998613,19.76754449405888,0.5312212502526082,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2018,600.1142052537355,36.320744528705156,21.48011828110715,0.5914008250610308,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2019,515.9680571204673,33.66271057572297,21.633323040210005,0.6426494679193073,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2020,509.5013956800372,32.096849143574175,19.440303749332323,0.6056763909246304,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2021,552.443511335289,38.76911030362456,26.24350129914443,0.6769178114642188,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2022,573.3763975987429,39.458695442508116,26.730124337814544,0.6774203768789244,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2023,598.1875586550982,39.895045444326236,28.8005451398515,0.7219078163488453,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603369,今世缘,2024,535.9337949193161,38.31330203318825,26.614943387282377,0.6946658725532879,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2011,244.32784374157882,25.41802730883228,26.48791757142994,1.042091789799356,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2012,235.87095029945505,24.63350969582892,27.98671508800743,1.1361237368764505,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2013,328.3866950262459,23.144124060751817,21.22070882310883,0.9168940145414816,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2014,498.55774729752613,25.24472671623572,19.02636194209234,0.7536766848759688,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2015,554.8040659670535,32.4159749039123,23.43667854139277,0.7229978000311256,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2016,644.5737740944584,36.74071015809049,22.6395280297287,0.6161973443712373,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2017,561.1657416602934,42.03212740114841,26.513772993595417,0.6307977880955653,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2018,557.2194077876579,46.55046669996496,28.603380471726783,0.6144595854663755,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2019,605.7213631366536,46.781424364063476,28.132102519046747,0.6013519874922245,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2020,853.3541269771504,40.358941755768555,19.899654994927253,0.4930668181378411,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2021,816.0970849207622,40.6521469709101,23.427071850467847,0.5762812937587727,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2022,969.0124158457971,40.40791179775231,21.836261152600283,0.5403956844366039,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2023,1036.0320293766615,38.99260616923888,22.274814171560536,0.5712573833839568,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
603589,口子窖,2024,1199.7973982533017,36.915457703809956,19.516746973481727,0.528687660602064,简化口径：经营资产=总资产-货币资金，应收/应付不含票据,
